TestID,WorkOrderNumber,ProductCode,TestDate,TestTime,TestType,TestParameter,SpecificationMin,SpecificationMax,ActualValue,Result,InspectorID,BatchLotNumber,SampleSize
QC20250820711,WO20250820244,PRINTER_CN470,2025-08-20,11:03:51,Final,Ink Volume,8.5,9.5,8.38,Fail,QC004,LOT20250820028,10
QC20250820712,WO20250820416,PRINTER_EP859,2025-08-20,08:20:06,Incoming,Color Density,75.0,95.0,82.2,Pass,QC005,LOT20250820058,25
QC20250820713,WO20250820222,PRINTER_CN207,2025-08-20,12:59:25,Outgoing,Page Yield,450.0,500.0,509.0,Fail,QC004,LOT20250820056,5
QC20250820714,WO20250820127,PRINTER_CN872,2025-08-20,10:57:31,In-Process,Durability,1.0,1.0,1.0,Pass,QC003,LOT20250820077,10
QC20250820715,WO20250820401,PRINTER_HP726,2025-08-20,17:18:52,Incoming,Print Quality,85.0,100.0,101.3,Conditional Pass,QC006,LOT20250820063,20
QC20250820716,WO20250820023,PRINTER_BR824,2025-08-20,16:07:43,Final,Ink Volume,8.5,9.5,8.48,Fail,QC003,LOT20250820076,20
QC20250820717,WO20250820244,PRINTER_LX650,2025-08-20,15:12:33,In-Process,Chip Function,1.0,1.0,0.0,Fail,QC003,LOT20250820033,10
QC20250820718,WO20250820456,PRINTER_EP458,2025-08-20,13:17:45,Outgoing,Weight Check,1.0,1.0,0.0,Fail,QC001,LOT20250820045,10
QC20250820719,WO20250820210,PRINTER_HP191,2025-08-20,15:01:46,Outgoing,Weight Check,1.0,1.0,1.0,Pass,QC004,LOT20250820008,20
QC20250820720,WO20250820044,PRINTER_LX697,2025-08-20,09:10:38,In-Process,Chip Function,1.0,1.0,1.0,Pass,QC002,LOT20250820073,5
QC20250820721,WO20250820066,PRINTER_CN504,2025-08-20,15:16:23,Final,Ink Volume,8.5,9.5,9.25,Pass,QC002,LOT20250820064,20
QC20250820722,WO20250820479,PRINTER_LX457,2025-08-20,08:21:58,Incoming,Dimension Check,1.0,1.0,0.0,Fail,QC006,LOT20250820097,20
QC20250820723,WO20250820433,PRINTER_EP122,2025-08-20,08:52:27,Final,Print Quality,85.0,100.0,89.9,Pass,QC005,LOT20250820027,25
QC20250820724,WO20250820349,PRINTER_EP452,2025-08-20,16:46:17,In-Process,Print Quality,85.0,100.0,81.8,Fail,QC003,LOT20250820060,10
QC20250820725,WO20250820222,PRINTER_EP676,2025-08-20,12:44:43,Incoming,Page Yield,450.0,500.0,467.0,Pass,QC004,LOT20250820024,25
QC20250820726,WO20250820030,PRINTER_LX011,2025-08-20,11:07:55,Outgoing,Weight Check,1.0,1.0,0.0,Fail,QC004,LOT20250820033,10
QC20250820727,WO20250820379,PRINTER_HP439,2025-08-20,15:47:33,Final,Durability,1.0,1.0,1.0,Pass,QC003,LOT20250820006,25
QC20250820728,WO20250820288,PRINTER_LX923,2025-08-20,13:47:37,In-Process,Print Quality,85.0,100.0,81.0,Fail,QC006,LOT20250820005,20
QC20250820729,WO20250820321,PRINTER_EP447,2025-08-20,08:54:45,Final,Color Density,75.0,95.0,82.7,Pass,QC001,LOT20250820016,15
QC20250820730,WO20250820082,PRINTER_CN854,2025-08-20,08:57:08,Outgoing,Leak Test,1.0,1.0,0.0,Fail,QC005,LOT20250820022,10
QC20250820731,WO20250820184,PRINTER_BR362,2025-08-20,12:00:15,Incoming,Dimension Check,1.0,1.0,0.0,Fail,QC003,LOT20250820008,10
QC20250820732,WO20250820350,PRINTER_BR214,2025-08-20,10:01:07,In-Process,Durability,1.0,1.0,1.0,Pass,QC005,LOT20250820042,5
QC20250820733,WO20250820012,PRINTER_EP132,2025-08-20,11:05:42,In-Process,Print Quality,85.0,100.0,97.7,Pass,QC004,LOT20250820067,10
QC20250820734,WO20250820414,PRINTER_HP309,2025-08-20,16:55:07,Incoming,Durability,1.0,1.0,0.0,Fail,QC001,LOT20250820045,15
QC20250820735,WO20250820272,PRINTER_EP726,2025-08-20,15:13:58,Final,Dimension Check,1.0,1.0,1.0,Pass,QC002,LOT20250820076,25
QC20250820736,WO20250820482,PRINTER_CN278,2025-08-20,13:40:43,Final,Chip Function,1.0,1.0,0.0,Fail,QC001,LOT20250820069,10
QC20250820737,WO20250820249,PRINTER_CN881,2025-08-20,11:48:32,In-Process,Leak Test,1.0,1.0,1.0,Pass,QC005,LOT20250820046,5
QC20250820738,WO20250820259,PRINTER_EP190,2025-08-20,13:23:41,Outgoing,Leak Test,1.0,1.0,0.0,Fail,QC003,LOT20250820076,5
QC20250820739,WO20250820125,PRINTER_HP960,2025-08-20,16:07:36,Outgoing,Durability,1.0,1.0,1.0,Pass,QC003,LOT20250820095,25
QC20250820740,WO20250820233,PRINTER_BR106,2025-08-20,13:00:52,Final,Weight Check,1.0,1.0,1.0,Pass,QC001,LOT20250820092,15
QC20250820741,WO20250820378,PRINTER_HP523,2025-08-20,17:08:41,Final,Page Yield,450.0,500.0,504.0,Fail,QC001,LOT20250820031,15
QC20250820742,WO20250820014,PRINTER_BR956,2025-08-20,14:38:59,Final,Temperature Resistance,1.0,1.0,1.0,Pass,QC002,LOT20250820048,15
QC20250820743,WO20250820261,PRINTER_LX080,2025-08-20,08:32:48,In-Process,Color Density,75.0,95.0,83.4,Pass,QC003,LOT20250820058,20
QC20250820744,WO20250820322,PRINTER_BR957,2025-08-20,15:17:23,In-Process,Temperature Resistance,1.0,1.0,1.0,Pass,QC001,LOT20250820017,10
QC20250820745,WO20250820264,PRINTER_BR152,2025-08-20,12:47:37,In-Process,Dimension Check,1.0,1.0,1.0,Pass,QC001,LOT20250820064,5
QC20250820746,WO20250820364,PRINTER_EP896,2025-08-20,13:57:23,Final,Weight Check,1.0,1.0,1.0,Pass,QC006,LOT20250820054,20
QC20250820747,WO20250820459,PRINTER_EP945,2025-08-20,09:27:27,In-Process,Chip Function,1.0,1.0,1.0,Pass,QC006,LOT20250820063,5
QC20250820748,WO20250820079,PRINTER_EP373,2025-08-20,17:14:21,Incoming,Color Density,75.0,95.0,93.3,Pass,QC003,LOT20250820080,5
QC20250820749,WO20250820193,PRINTER_EP127,2025-08-20,10:58:49,In-Process,Dimension Check,1.0,1.0,0.0,Fail,QC004,LOT20250820047,10
QC20250820750,WO20250820413,PRINTER_HP965,2025-08-20,12:52:23,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC006,LOT20250820007,5
QC20250820751,WO20250820174,PRINTER_EP984,2025-08-20,13:21:35,In-Process,Page Yield,450.0,500.0,490.0,Pass,QC003,LOT20250820047,20
QC20250820752,WO20250820411,PRINTER_CN982,2025-08-20,09:27:35,In-Process,Chip Function,1.0,1.0,1.0,Pass,QC006,LOT20250820062,20
QC20250820753,WO20250820213,PRINTER_LX056,2025-08-20,16:52:50,Final,Print Quality,85.0,100.0,84.0,Fail,QC005,LOT20250820012,5
QC20250820754,WO20250820258,PRINTER_BR778,2025-08-20,08:18:12,Incoming,Dimension Check,1.0,1.0,0.0,Fail,QC003,LOT20250820088,20
QC20250820755,WO20250820287,PRINTER_EP785,2025-08-20,10:05:40,Outgoing,Durability,1.0,1.0,0.0,Fail,QC005,LOT20250820050,5
QC20250820756,WO20250820399,PRINTER_LX699,2025-08-20,11:55:04,Outgoing,Print Quality,85.0,100.0,90.7,Pass,QC005,LOT20250820065,25
QC20250820757,WO20250820180,PRINTER_HP091,2025-08-20,08:23:23,In-Process,Durability,1.0,1.0,0.0,Fail,QC003,LOT20250820027,10
QC20250820758,WO20250820023,PRINTER_CN416,2025-08-20,12:03:02,In-Process,Chip Function,1.0,1.0,0.0,Fail,QC004,LOT20250820032,20
QC20250820759,WO20250820301,PRINTER_HP190,2025-08-20,08:42:42,In-Process,Weight Check,1.0,1.0,1.0,Pass,QC006,LOT20250820009,25
QC20250820760,WO20250820273,PRINTER_LX217,2025-08-20,16:19:18,Outgoing,Weight Check,1.0,1.0,0.0,Fail,QC004,LOT20250820099,20
QC20250820761,WO20250820222,PRINTER_BR255,2025-08-20,12:56:53,In-Process,Print Quality,85.0,100.0,91.3,Pass,QC006,LOT20250820012,10
QC20250820762,WO20250820151,PRINTER_CN761,2025-08-20,14:27:18,Outgoing,Page Yield,450.0,500.0,438.0,Fail,QC004,LOT20250820040,15
QC20250820763,WO20250820435,PRINTER_HP264,2025-08-20,15:41:35,In-Process,Color Density,75.0,95.0,92.8,Pass,QC004,LOT20250820053,10
QC20250820764,WO20250820227,PRINTER_LX804,2025-08-20,13:33:05,Outgoing,Dimension Check,1.0,1.0,1.0,Pass,QC005,LOT20250820022,15
QC20250820765,WO20250820199,PRINTER_LX457,2025-08-20,09:19:59,Final,Leak Test,1.0,1.0,0.0,Fail,QC005,LOT20250820079,15
QC20250820766,WO20250820128,PRINTER_HP830,2025-08-20,13:21:51,Outgoing,Leak Test,1.0,1.0,1.0,Pass,QC002,LOT20250820079,15
QC20250820767,WO20250820006,PRINTER_CN642,2025-08-20,14:50:50,Incoming,Weight Check,1.0,1.0,1.0,Pass,QC005,LOT20250820050,20
QC20250820768,WO20250820215,PRINTER_LX066,2025-08-20,09:42:34,In-Process,Color Density,75.0,95.0,87.3,Pass,QC002,LOT20250820086,10
QC20250820769,WO20250820137,PRINTER_BR574,2025-08-20,15:08:11,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC004,LOT20250820091,25
QC20250820770,WO20250820397,PRINTER_EP055,2025-08-20,14:43:45,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC003,LOT20250820091,25
QC20250820771,WO20250820494,PRINTER_EP508,2025-08-20,16:15:03,Final,Temperature Resistance,1.0,1.0,1.0,Pass,QC006,LOT20250820042,20
QC20250820772,WO20250820340,PRINTER_BR668,2025-08-20,13:52:51,Outgoing,Weight Check,1.0,1.0,1.0,Pass,QC001,LOT20250820007,15
QC20250820773,WO20250820173,PRINTER_HP871,2025-08-20,10:58:25,Outgoing,Leak Test,1.0,1.0,1.0,Pass,QC005,LOT20250820034,10
QC20250820774,WO20250820496,PRINTER_BR938,2025-08-20,11:10:29,Incoming,Temperature Resistance,1.0,1.0,1.0,Pass,QC004,LOT20250820046,10
QC20250820775,WO20250820452,PRINTER_EP819,2025-08-20,12:11:02,Incoming,Page Yield,450.0,500.0,438.0,Fail,QC006,LOT20250820066,20
QC20250820776,WO20250820227,PRINTER_EP467,2025-08-20,09:55:23,In-Process,Print Quality,85.0,100.0,82.5,Fail,QC005,LOT20250820012,25
QC20250820777,WO20250820498,PRINTER_LX356,2025-08-20,08:51:21,Outgoing,Temperature Resistance,1.0,1.0,0.0,Fail,QC003,LOT20250820071,15
QC20250820778,WO20250820026,PRINTER_LX090,2025-08-20,12:12:58,In-Process,Color Density,75.0,95.0,91.3,Pass,QC004,LOT20250820055,20
QC20250820779,WO20250820364,PRINTER_CN191,2025-08-20,15:42:37,Incoming,Page Yield,450.0,500.0,432.0,Fail,QC005,LOT20250820013,5
QC20250820780,WO20250820206,PRINTER_HP943,2025-08-20,16:39:04,Outgoing,Print Quality,85.0,100.0,76.1,Fail,QC005,LOT20250820011,25
QC20250820781,WO20250820137,PRINTER_EP471,2025-08-20,12:37:53,Outgoing,Temperature Resistance,1.0,1.0,0.0,Fail,QC002,LOT20250820061,5
QC20250820782,WO20250820361,PRINTER_CN360,2025-08-20,17:39:27,Incoming,Ink Volume,8.5,9.5,9.5,Pass,QC005,LOT20250820025,5
QC20250820783,WO20250820160,PRINTER_HP643,2025-08-20,15:30:46,Final,Ink Volume,8.5,9.5,8.05,Fail,QC001,LOT20250820077,10
QC20250820784,WO20250820460,PRINTER_CN112,2025-08-20,14:35:37,Outgoing,Page Yield,450.0,500.0,486.0,Pass,QC002,LOT20250820059,5
QC20250820785,WO20250820145,PRINTER_BR245,2025-08-20,10:02:18,In-Process,Ink Volume,8.5,9.5,9.02,Pass,QC002,LOT20250820012,10
QC20250820786,WO20250820212,PRINTER_BR422,2025-08-20,13:25:54,Incoming,Color Density,75.0,95.0,76.6,Pass,QC004,LOT20250820046,15
QC20250820787,WO20250820262,PRINTER_HP429,2025-08-20,10:16:29,Final,Temperature Resistance,1.0,1.0,1.0,Pass,QC004,LOT20250820018,5
QC20250820788,WO20250820346,PRINTER_CN415,2025-08-20,15:47:03,In-Process,Dimension Check,1.0,1.0,1.0,Pass,QC001,LOT20250820046,20
QC20250820789,WO20250820282,PRINTER_BR043,2025-08-20,14:37:00,Final,Dimension Check,1.0,1.0,0.0,Fail,QC002,LOT20250820011,25
QC20250820790,WO20250820047,PRINTER_BR465,2025-08-20,17:12:51,In-Process,Chip Function,1.0,1.0,1.0,Pass,QC002,LOT20250820074,10
QC20250820791,WO20250820390,PRINTER_CN018,2025-08-20,13:17:33,Final,Durability,1.0,1.0,1.0,Pass,QC004,LOT20250820043,20
QC20250820792,WO20250820419,PRINTER_HP918,2025-08-20,15:37:18,In-Process,Color Density,75.0,95.0,95.8,Fail,QC002,LOT20250820005,10
QC20250820793,WO20250820139,PRINTER_CN406,2025-08-20,12:26:47,Final,Temperature Resistance,1.0,1.0,0.0,Fail,QC002,LOT20250820093,5
QC20250820794,WO20250820156,PRINTER_HP877,2025-08-20,09:20:45,Final,Weight Check,1.0,1.0,0.0,Fail,QC001,LOT20250820007,25
QC20250820795,WO20250820114,PRINTER_CN292,2025-08-20,14:49:23,In-Process,Chip Function,1.0,1.0,1.0,Pass,QC002,LOT20250820001,15
QC20250820796,WO20250820247,PRINTER_EP717,2025-08-20,12:12:29,Incoming,Print Quality,85.0,100.0,92.3,Pass,QC003,LOT20250820016,20
QC20250820797,WO20250820395,PRINTER_EP239,2025-08-20,15:59:28,Incoming,Color Density,75.0,95.0,72.9,Fail,QC006,LOT20250820035,20
QC20250820798,WO20250820032,PRINTER_HP839,2025-08-20,10:21:45,In-Process,Weight Check,1.0,1.0,0.0,Fail,QC006,LOT20250820073,20
QC20250820799,WO20250820048,PRINTER_BR658,2025-08-20,16:23:24,Incoming,Dimension Check,1.0,1.0,1.0,Pass,QC003,LOT20250820005,15
QC20250820800,WO20250820310,PRINTER_HP506,2025-08-20,11:44:49,In-Process,Print Quality,85.0,100.0,97.9,Pass,QC001,LOT20250820088,15
QC20250820801,WO20250820370,PRINTER_EP914,2025-08-20,17:05:49,Outgoing,Durability,1.0,1.0,0.0,Fail,QC006,LOT20250820010,20
QC20250820802,WO20250820302,PRINTER_CN911,2025-08-20,14:18:41,Outgoing,Print Quality,85.0,100.0,90.6,Pass,QC003,LOT20250820093,15
QC20250820803,WO20250820023,PRINTER_BR359,2025-08-20,12:59:55,Final,Color Density,75.0,95.0,99.4,Fail,QC002,LOT20250820048,20
QC20250820804,WO20250820011,PRINTER_BR873,2025-08-20,14:55:23,Incoming,Durability,1.0,1.0,1.0,Pass,QC001,LOT20250820061,25
QC20250820805,WO20250820451,PRINTER_EP436,2025-08-20,10:41:46,In-Process,Dimension Check,1.0,1.0,0.0,Fail,QC002,LOT20250820053,5
QC20250820806,WO20250820390,PRINTER_CN955,2025-08-20,14:50:47,Incoming,Ink Volume,8.5,9.5,8.9,Pass,QC001,LOT20250820095,5
QC20250820807,WO20250820014,PRINTER_LX908,2025-08-20,11:27:53,Incoming,Durability,1.0,1.0,0.0,Fail,QC005,LOT20250820001,25
QC20250820808,WO20250820035,PRINTER_BR051,2025-08-20,08:55:12,In-Process,Dimension Check,1.0,1.0,1.0,Pass,QC005,LOT20250820004,15
QC20250820809,WO20250820476,PRINTER_LX473,2025-08-20,15:52:31,Outgoing,Print Quality,85.0,100.0,77.5,Fail,QC004,LOT20250820018,20
QC20250820810,WO20250820260,PRINTER_CN903,2025-08-20,09:06:36,Final,Leak Test,1.0,1.0,1.0,Pass,QC001,LOT20250820063,20
QC20250820811,WO20250820104,PRINTER_EP985,2025-08-20,17:23:24,Incoming,Durability,1.0,1.0,0.0,Fail,QC003,LOT20250820016,10
QC20250820812,WO20250820189,PRINTER_BR246,2025-08-20,17:59:47,Outgoing,Page Yield,450.0,500.0,535.0,Fail,QC005,LOT20250820023,15
QC20250820813,WO20250820023,PRINTER_HP508,2025-08-20,13:06:27,Outgoing,Page Yield,450.0,500.0,534.0,Fail,QC004,LOT20250820025,15
QC20250820814,WO20250820278,PRINTER_HP565,2025-08-20,10:46:07,Outgoing,Dimension Check,1.0,1.0,1.0,Pass,QC003,LOT20250820064,20
QC20250820815,WO20250820311,PRINTER_CN383,2025-08-20,17:59:39,Final,Weight Check,1.0,1.0,1.0,Pass,QC002,LOT20250820048,20
QC20250820816,WO20250820310,PRINTER_LX605,2025-08-20,15:48:07,In-Process,Temperature Resistance,1.0,1.0,0.0,Fail,QC001,LOT20250820079,10
QC20250820817,WO20250820032,PRINTER_BR914,2025-08-20,12:27:40,Incoming,Color Density,75.0,95.0,81.4,Pass,QC005,LOT20250820012,25
QC20250820818,WO20250820216,PRINTER_LX590,2025-08-20,11:13:23,In-Process,Print Quality,85.0,100.0,81.4,Fail,QC005,LOT20250820062,25
QC20250820819,WO20250820111,PRINTER_HP329,2025-08-20,14:33:08,Outgoing,Temperature Resistance,1.0,1.0,0.0,Fail,QC003,LOT20250820023,20
QC20250820820,WO20250820354,PRINTER_CN055,2025-08-20,10:38:43,Final,Weight Check,1.0,1.0,1.0,Pass,QC005,LOT20250820016,5
QC20250820821,WO20250820096,PRINTER_LX162,2025-08-20,14:37:54,In-Process,Page Yield,450.0,500.0,494.0,Pass,QC002,LOT20250820074,10
QC20250820822,WO20250820410,PRINTER_CN141,2025-08-20,17:14:05,Outgoing,Dimension Check,1.0,1.0,1.0,Pass,QC001,LOT20250820032,25
QC20250820823,WO20250820334,PRINTER_EP703,2025-08-20,15:23:53,Incoming,Temperature Resistance,1.0,1.0,1.0,Pass,QC006,LOT20250820085,20
QC20250820824,WO20250820372,PRINTER_BR800,2025-08-20,17:05:29,Final,Chip Function,1.0,1.0,0.0,Fail,QC006,LOT20250820039,10
QC20250820825,WO20250820155,PRINTER_EP212,2025-08-20,13:15:32,Incoming,Ink Volume,8.5,9.5,9.22,Pass,QC001,LOT20250820076,10
QC20250820826,WO20250820461,PRINTER_BR162,2025-08-20,08:39:17,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC003,LOT20250820058,15
QC20250820827,WO20250820214,PRINTER_CN904,2025-08-20,17:16:12,In-Process,Durability,1.0,1.0,0.0,Fail,QC004,LOT20250820059,5
QC20250820828,WO20250820413,PRINTER_LX550,2025-08-20,13:20:01,Outgoing,Durability,1.0,1.0,1.0,Pass,QC005,LOT20250820083,15
QC20250820829,WO20250820137,PRINTER_HP062,2025-08-20,09:01:19,In-Process,Dimension Check,1.0,1.0,1.0,Pass,QC002,LOT20250820045,15
QC20250820830,WO20250820431,PRINTER_LX154,2025-08-20,09:58:00,Incoming,Weight Check,1.0,1.0,0.0,Fail,QC006,LOT20250820079,20
QC20250820831,WO20250820313,PRINTER_LX657,2025-08-20,09:13:09,In-Process,Temperature Resistance,1.0,1.0,1.0,Pass,QC003,LOT20250820027,25
QC20250820832,WO20250820158,PRINTER_LX910,2025-08-20,09:06:05,Final,Dimension Check,1.0,1.0,0.0,Fail,QC003,LOT20250820059,15
QC20250820833,WO20250820203,PRINTER_HP659,2025-08-20,09:55:53,Outgoing,Page Yield,450.0,500.0,441.0,Fail,QC003,LOT20250820043,15
QC20250820834,WO20250820146,PRINTER_BR167,2025-08-20,08:58:11,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC004,LOT20250820080,10
QC20250820835,WO20250820074,PRINTER_CN584,2025-08-20,12:00:31,Incoming,Dimension Check,1.0,1.0,0.0,Fail,QC002,LOT20250820036,20
QC20250820836,WO20250820197,PRINTER_HP941,2025-08-20,17:59:21,Final,Dimension Check,1.0,1.0,0.0,Fail,QC001,LOT20250820054,5
QC20250820837,WO20250820408,PRINTER_CN949,2025-08-20,17:33:54,Incoming,Print Quality,85.0,100.0,88.2,Pass,QC003,LOT20250820014,20
QC20250820838,WO20250820098,PRINTER_EP137,2025-08-20,09:16:40,Incoming,Color Density,75.0,95.0,70.0,Fail,QC003,LOT20250820082,5
QC20250820839,WO20250820250,PRINTER_EP409,2025-08-20,09:24:32,Incoming,Durability,1.0,1.0,1.0,Pass,QC006,LOT20250820011,25
QC20250820840,WO20250820375,PRINTER_EP277,2025-08-20,09:12:13,In-Process,Leak Test,1.0,1.0,1.0,Pass,QC001,LOT20250820018,25
QC20250820841,WO20250820175,PRINTER_LX820,2025-08-20,09:21:57,Outgoing,Temperature Resistance,1.0,1.0,0.0,Fail,QC005,LOT20250820013,15
QC20250820842,WO20250820373,PRINTER_BR562,2025-08-20,10:36:03,Final,Color Density,75.0,95.0,92.1,Pass,QC002,LOT20250820022,5
QC20250820843,WO20250820417,PRINTER_LX884,2025-08-20,09:41:43,Incoming,Page Yield,450.0,500.0,440.0,Fail,QC005,LOT20250820035,25
QC20250820844,WO20250820058,PRINTER_EP113,2025-08-20,12:00:48,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC004,LOT20250820074,25
QC20250820845,WO20250820098,PRINTER_LX124,2025-08-20,12:54:10,Outgoing,Temperature Resistance,1.0,1.0,0.0,Conditional Pass,QC001,LOT20250820021,5
QC20250820846,WO20250820056,PRINTER_BR310,2025-08-20,08:09:03,Final,Page Yield,450.0,500.0,511.0,Fail,QC005,LOT20250820066,25
QC20250820847,WO20250820201,PRINTER_BR373,2025-08-20,17:19:34,Incoming,Weight Check,1.0,1.0,0.0,Fail,QC005,LOT20250820016,10
QC20250820848,WO20250820339,PRINTER_BR469,2025-08-20,13:38:06,Outgoing,Page Yield,450.0,500.0,469.0,Pass,QC005,LOT20250820016,15
QC20250820849,WO20250820098,PRINTER_CN737,2025-08-20,09:35:41,Incoming,Ink Volume,8.5,9.5,7.75,Fail,QC003,LOT20250820018,10
QC20250820850,WO20250820053,PRINTER_EP413,2025-08-20,16:49:10,In-Process,Page Yield,450.0,500.0,446.0,Fail,QC006,LOT20250820002,10
QC20250820851,WO20250820076,PRINTER_EP405,2025-08-20,10:25:30,Incoming,Chip Function,1.0,1.0,0.0,Conditional Pass,QC002,LOT20250820041,10
QC20250820852,WO20250820480,PRINTER_EP163,2025-08-20,11:34:27,Outgoing,Print Quality,85.0,100.0,99.4,Pass,QC001,LOT20250820040,10
QC20250820853,WO20250820317,PRINTER_CN668,2025-08-20,17:48:34,Outgoing,Leak Test,1.0,1.0,1.0,Pass,QC003,LOT20250820007,25
QC20250820854,WO20250820359,PRINTER_BR499,2025-08-20,10:04:02,Outgoing,Temperature Resistance,1.0,1.0,0.0,Fail,QC006,LOT20250820007,5
QC20250820855,WO20250820124,PRINTER_CN716,2025-08-20,08:56:50,Final,Ink Volume,8.5,9.5,7.55,Fail,QC005,LOT20250820092,20
QC20250820856,WO20250820495,PRINTER_CN291,2025-08-20,15:51:08,Final,Page Yield,450.0,500.0,446.0,Fail,QC003,LOT20250820009,20
QC20250820857,WO20250820382,PRINTER_LX607,2025-08-20,11:37:11,Outgoing,Leak Test,1.0,1.0,0.0,Fail,QC003,LOT20250820090,10
QC20250820858,WO20250820113,PRINTER_LX674,2025-08-20,09:51:35,In-Process,Weight Check,1.0,1.0,0.0,Fail,QC006,LOT20250820025,10
QC20250820859,WO20250820398,PRINTER_BR563,2025-08-20,14:33:01,Outgoing,Print Quality,85.0,100.0,83.2,Fail,QC002,LOT20250820046,20
QC20250820860,WO20250820396,PRINTER_CN081,2025-08-20,16:39:38,Final,Durability,1.0,1.0,0.0,Fail,QC001,LOT20250820093,20
QC20250820861,WO20250820350,PRINTER_LX608,2025-08-20,10:43:05,In-Process,Temperature Resistance,1.0,1.0,0.0,Fail,QC004,LOT20250820093,5
QC20250820862,WO20250820178,PRINTER_HP835,2025-08-20,15:54:41,Incoming,Dimension Check,1.0,1.0,1.0,Pass,QC006,LOT20250820072,25
QC20250820863,WO20250820471,PRINTER_EP580,2025-08-20,12:42:36,Outgoing,Chip Function,1.0,1.0,1.0,Pass,QC005,LOT20250820054,20
QC20250820864,WO20250820065,PRINTER_HP244,2025-08-20,16:59:00,Final,Durability,1.0,1.0,1.0,Pass,QC003,LOT20250820071,15
QC20250820865,WO20250820379,PRINTER_EP285,2025-08-20,10:10:57,Final,Durability,1.0,1.0,1.0,Pass,QC002,LOT20250820025,5
QC20250820866,WO20250820381,PRINTER_EP628,2025-08-20,09:22:18,Incoming,Durability,1.0,1.0,1.0,Pass,QC006,LOT20250820046,5
QC20250820867,WO20250820472,PRINTER_HP027,2025-08-20,17:26:31,Final,Temperature Resistance,1.0,1.0,0.0,Fail,QC004,LOT20250820030,20
QC20250820868,WO20250820388,PRINTER_EP752,2025-08-20,17:00:54,Final,Print Quality,85.0,100.0,82.6,Fail,QC004,LOT20250820019,10
QC20250820869,WO20250820122,PRINTER_EP138,2025-08-20,14:55:44,Outgoing,Weight Check,1.0,1.0,1.0,Pass,QC001,LOT20250820091,10
QC20250820870,WO20250820453,PRINTER_CN222,2025-08-20,16:07:08,Incoming,Dimension Check,1.0,1.0,0.0,Fail,QC005,LOT20250820080,25
QC20250820871,WO20250820385,PRINTER_CN362,2025-08-20,12:43:28,Final,Color Density,75.0,95.0,98.6,Fail,QC002,LOT20250820057,15
QC20250820872,WO20250820486,PRINTER_LX434,2025-08-20,11:48:54,Outgoing,Chip Function,1.0,1.0,0.0,Fail,QC005,LOT20250820027,10
QC20250820873,WO20250820054,PRINTER_HP548,2025-08-20,16:25:10,In-Process,Print Quality,85.0,100.0,99.5,Pass,QC003,LOT20250820075,15
QC20250820874,WO20250820345,PRINTER_HP028,2025-08-20,11:52:59,Incoming,Weight Check,1.0,1.0,0.0,Fail,QC004,LOT20250820039,25
QC20250820875,WO20250820488,PRINTER_EP733,2025-08-20,09:43:02,Incoming,Color Density,75.0,95.0,72.0,Fail,QC001,LOT20250820091,15
QC20250820876,WO20250820013,PRINTER_LX090,2025-08-20,15:02:08,Final,Leak Test,1.0,1.0,0.0,Fail,QC005,LOT20250820061,25
QC20250820877,WO20250820229,PRINTER_CN189,2025-08-20,09:18:36,Outgoing,Print Quality,85.0,100.0,81.3,Fail,QC001,LOT20250820036,10
QC20250820878,WO20250820330,PRINTER_EP681,2025-08-20,15:16:13,In-Process,Page Yield,450.0,500.0,478.0,Pass,QC001,LOT20250820053,15
QC20250820879,WO20250820034,PRINTER_HP825,2025-08-20,08:18:53,Outgoing,Print Quality,85.0,100.0,77.0,Fail,QC001,LOT20250820026,5
QC20250820880,WO20250820121,PRINTER_EP376,2025-08-20,13:47:29,Final,Color Density,75.0,95.0,71.4,Fail,QC002,LOT20250820088,10
QC20250820881,WO20250820348,PRINTER_CN612,2025-08-20,13:27:48,Outgoing,Color Density,75.0,95.0,89.7,Pass,QC001,LOT20250820091,25
QC20250820882,WO20250820410,PRINTER_LX913,2025-08-20,16:37:35,Outgoing,Weight Check,1.0,1.0,1.0,Pass,QC004,LOT20250820095,20
QC20250820883,WO20250820470,PRINTER_EP886,2025-08-20,09:13:32,Outgoing,Dimension Check,1.0,1.0,0.0,Fail,QC002,LOT20250820078,25
QC20250820884,WO20250820044,PRINTER_LX995,2025-08-20,17:14:39,Outgoing,Color Density,75.0,95.0,71.3,Fail,QC002,LOT20250820005,15
QC20250820885,WO20250820185,PRINTER_HP602,2025-08-20,12:20:21,Outgoing,Weight Check,1.0,1.0,0.0,Fail,QC004,LOT20250820093,10
QC20250820886,WO20250820144,PRINTER_HP552,2025-08-20,16:57:43,Incoming,Dimension Check,1.0,1.0,1.0,Pass,QC006,LOT20250820087,5
QC20250820887,WO20250820127,PRINTER_HP357,2025-08-20,15:51:20,Final,Durability,1.0,1.0,0.0,Fail,QC001,LOT20250820099,25
QC20250820888,WO20250820327,PRINTER_EP245,2025-08-20,14:46:08,Incoming,Temperature Resistance,1.0,1.0,1.0,Pass,QC005,LOT20250820025,10
