WorkOrderNumber,ProductCode,ProductName,ScheduledDate,ScheduledQuantity,Priority,WorkCenter,EstimatedHours,Status,SupervisorCode
WO20250820842,PRINTER_BR736,Printer Br Compatible Cartridge 736,2025-09-16,365,Normal,WC006,26.7,In Progress,SUP004
WO20250820843,PRINTER_HP810,Printer Hp Compatible Cartridge 810,2025-09-09,1139,High,WC009,4.0,In Progress,SUP002
WO20250820844,PRINTER_EP054,Printer Ep Compatible Cartridge 054,2025-09-11,601,Low,WC006,37.2,On Hold,SUP004
WO20250820845,PRINTER_LX340,Printer Lx Compatible Cartridge 340,2025-09-10,985,Low,WC001,33.6,In Progress,SUP003
WO20250820846,PRINTER_LX181,Printer Lx Compatible Cartridge 181,2025-09-13,1578,High,WC006,15.8,In Progress,SUP005
WO20250820847,PRINTER_BR472,Printer Br Compatible Cartridge 472,2025-09-07,857,Normal,WC003,19.5,Cancelled,SUP003
WO20250820848,PRINTER_CN654,Printer Cn Compatible Cartridge 654,2025-08-27,1348,Normal,WC009,36.5,Completed,SUP004
WO20250820849,PRINTER_CN888,Printer Cn Compatible Cartridge 888,2025-09-19,448,Low,WC006,21.8,Completed,SUP001
WO20250820850,PRINTER_EP192,Printer Ep Compatible Cartridge 192,2025-09-06,1609,High,WC008,11.8,Completed,SUP004
WO20250820851,PRINTER_CN992,Printer Cn Compatible Cartridge 992,2025-09-07,401,Urgent,WC010,13.8,In Progress,SUP003
WO20250820852,PRINTER_LX623,Printer Lx Compatible Cartridge 623,2025-09-14,1455,High,WC002,13.8,Cancelled,SUP001
WO20250820853,PRINTER_LX728,Printer Lx Compatible Cartridge 728,2025-09-01,806,High,WC001,45.9,On Hold,SUP005
WO20250820854,PRINTER_EP980,Printer Ep Compatible Cartridge 980,2025-09-01,1994,High,WC001,30.8,On Hold,SUP003
WO20250820855,PRINTER_EP230,Printer Ep Compatible Cartridge 230,2025-08-20,447,High,WC010,9.3,Cancelled,SUP005
WO20250820856,PRINTER_HP949,Printer Hp Compatible Cartridge 949,2025-09-15,281,Urgent,WC010,25.3,Scheduled,SUP002
WO20250820857,PRINTER_LX854,Printer Lx Compatible Cartridge 854,2025-09-11,733,Normal,WC005,38.9,Scheduled,SUP003
WO20250820858,PRINTER_CN404,Printer Cn Compatible Cartridge 404,2025-08-29,230,High,WC005,24.0,Completed,SUP003
WO20250820859,PRINTER_CN110,Printer Cn Compatible Cartridge 110,2025-08-26,1542,Normal,WC006,31.3,In Progress,SUP004
WO20250820860,PRINTER_BR746,Printer Br Compatible Cartridge 746,2025-09-16,1996,Low,WC004,39.1,On Hold,SUP003
WO20250820861,PRINTER_HP017,Printer Hp Compatible Cartridge 017,2025-09-19,1321,High,WC003,34.7,Scheduled,SUP003
WO20250820862,PRINTER_HP037,Printer Hp Compatible Cartridge 037,2025-09-13,774,Normal,WC008,20.8,Cancelled,SUP001
WO20250820863,PRINTER_LX537,Printer Lx Compatible Cartridge 537,2025-09-04,1199,Low,WC010,36.2,In Progress,SUP004
WO20250820864,PRINTER_HP279,Printer Hp Compatible Cartridge 279,2025-08-31,315,Normal,WC009,27.2,Completed,SUP004
WO20250820865,PRINTER_CN912,Printer Cn Compatible Cartridge 912,2025-08-24,1965,High,WC009,39.6,On Hold,SUP004
WO20250820866,PRINTER_HP979,Printer Hp Compatible Cartridge 979,2025-08-30,1819,Urgent,WC008,27.7,Completed,SUP003
WO20250820867,PRINTER_CN142,Printer Cn Compatible Cartridge 142,2025-09-04,1496,High,WC009,18.8,Completed,SUP005
WO20250820868,PRINTER_EP751,Printer Ep Compatible Cartridge 751,2025-09-07,914,High,WC006,38.7,Cancelled,SUP003
WO20250820869,PRINTER_CN515,Printer Cn Compatible Cartridge 515,2025-08-24,673,Low,WC002,39.7,On Hold,SUP003
WO20250820870,PRINTER_HP140,Printer Hp Compatible Cartridge 140,2025-09-18,1792,Low,WC001,5.9,Completed,SUP003
WO20250820871,PRINTER_CN601,Printer Cn Compatible Cartridge 601,2025-09-09,1848,Normal,WC002,46.2,In Progress,SUP001
WO20250820872,PRINTER_EP890,Printer Ep Compatible Cartridge 890,2025-08-30,191,Normal,WC001,18.3,On Hold,SUP001
WO20250820873,PRINTER_LX209,Printer Lx Compatible Cartridge 209,2025-09-09,1346,Urgent,WC009,36.5,Scheduled,SUP003
WO20250820874,PRINTER_EP292,Printer Ep Compatible Cartridge 292,2025-09-16,1114,Urgent,WC007,29.8,On Hold,SUP002
WO20250820875,PRINTER_BR987,Printer Br Compatible Cartridge 987,2025-09-16,1463,Normal,WC007,23.8,On Hold,SUP003
WO20250820876,PRINTER_BR154,Printer Br Compatible Cartridge 154,2025-09-12,63,Normal,WC006,41.2,In Progress,SUP003
WO20250820877,PRINTER_EP215,Printer Ep Compatible Cartridge 215,2025-09-19,192,Normal,WC003,35.1,Scheduled,SUP002
WO20250820878,PRINTER_CN857,Printer Cn Compatible Cartridge 857,2025-08-22,308,Normal,WC010,10.3,Scheduled,SUP003
WO20250820879,PRINTER_LX095,Printer Lx Compatible Cartridge 095,2025-08-21,822,Low,WC002,26.9,On Hold,SUP003
WO20250820880,PRINTER_BR164,Printer Br Compatible Cartridge 164,2025-08-26,1519,Urgent,WC006,5.1,In Progress,SUP004
WO20250820881,PRINTER_BR532,Printer Br Compatible Cartridge 532,2025-09-11,228,Urgent,WC003,38.6,Completed,SUP004
WO20250820882,PRINTER_BR329,Printer Br Compatible Cartridge 329,2025-08-28,1579,High,WC009,31.6,On Hold,SUP002
WO20250820883,PRINTER_BR159,Printer Br Compatible Cartridge 159,2025-09-16,1219,Low,WC006,10.3,Scheduled,SUP005
WO20250820884,PRINTER_BR392,Printer Br Compatible Cartridge 392,2025-09-17,1396,Normal,WC002,21.3,Cancelled,SUP002
WO20250820885,PRINTER_BR984,Printer Br Compatible Cartridge 984,2025-08-23,1371,Urgent,WC003,6.8,In Progress,SUP002
WO20250820886,PRINTER_BR807,Printer Br Compatible Cartridge 807,2025-09-11,1541,Normal,WC010,32.8,In Progress,SUP001
WO20250820887,PRINTER_EP187,Printer Ep Compatible Cartridge 187,2025-08-25,367,Normal,WC007,42.8,Scheduled,SUP004
WO20250820888,PRINTER_EP674,Printer Ep Compatible Cartridge 674,2025-09-16,1248,Low,WC005,14.4,Cancelled,SUP002
WO20250820889,PRINTER_CN919,Printer Cn Compatible Cartridge 919,2025-08-25,715,High,WC004,38.7,Cancelled,SUP002
WO20250820890,PRINTER_EP570,Printer Ep Compatible Cartridge 570,2025-09-19,680,High,WC007,9.4,On Hold,SUP004
WO20250820891,PRINTER_CN166,Printer Cn Compatible Cartridge 166,2025-09-14,855,High,WC004,45.4,Cancelled,SUP003
WO20250820892,PRINTER_EP887,Printer Ep Compatible Cartridge 887,2025-08-28,1232,Urgent,WC010,35.5,Scheduled,SUP002
WO20250820893,PRINTER_BR619,Printer Br Compatible Cartridge 619,2025-09-15,1786,Urgent,WC001,12.2,In Progress,SUP004
WO20250820894,PRINTER_HP166,Printer Hp Compatible Cartridge 166,2025-08-21,728,Normal,WC010,24.6,Cancelled,SUP004
WO20250820895,PRINTER_HP220,Printer Hp Compatible Cartridge 220,2025-09-04,1499,High,WC003,29.5,Cancelled,SUP005
WO20250820896,PRINTER_CN134,Printer Cn Compatible Cartridge 134,2025-08-24,107,Low,WC003,38.9,On Hold,SUP001
WO20250820897,PRINTER_LX193,Printer Lx Compatible Cartridge 193,2025-08-25,127,Low,WC005,37.5,On Hold,SUP005
WO20250820898,PRINTER_BR532,Printer Br Compatible Cartridge 532,2025-09-05,1086,Urgent,WC006,34.1,Completed,SUP005
WO20250820899,PRINTER_EP190,Printer Ep Compatible Cartridge 190,2025-08-27,1355,Urgent,WC001,39.1,Scheduled,SUP002
WO20250820900,PRINTER_HP285,Printer Hp Compatible Cartridge 285,2025-08-29,533,Urgent,WC002,39.8,Cancelled,SUP003
WO20250820901,PRINTER_HP472,Printer Hp Compatible Cartridge 472,2025-08-22,760,Normal,WC004,42.4,Cancelled,SUP001
WO20250820902,PRINTER_HP798,Printer Hp Compatible Cartridge 798,2025-08-24,1366,Normal,WC010,37.0,Scheduled,SUP001
WO20250820903,PRINTER_EP204,Printer Ep Compatible Cartridge 204,2025-09-04,617,Normal,WC001,30.9,In Progress,SUP001
WO20250820904,PRINTER_LX426,Printer Lx Compatible Cartridge 426,2025-09-04,219,Normal,WC010,26.0,Cancelled,SUP001
WO20250820905,PRINTER_CN408,Printer Cn Compatible Cartridge 408,2025-08-21,1346,Normal,WC003,9.1,In Progress,SUP001
WO20250820906,PRINTER_BR420,Printer Br Compatible Cartridge 420,2025-09-03,1591,Normal,WC001,9.1,Scheduled,SUP001
WO20250820907,PRINTER_HP392,Printer Hp Compatible Cartridge 392,2025-09-01,264,Normal,WC003,5.8,Cancelled,SUP001
WO20250820908,PRINTER_BR140,Printer Br Compatible Cartridge 140,2025-09-12,752,Urgent,WC004,12.7,Cancelled,SUP002
WO20250820909,PRINTER_HP301,Printer Hp Compatible Cartridge 301,2025-09-07,444,Urgent,WC007,18.8,Cancelled,SUP001
WO20250820910,PRINTER_CN467,Printer Cn Compatible Cartridge 467,2025-09-09,1845,High,WC009,8.6,Completed,SUP002
WO20250820911,PRINTER_HP093,Printer Hp Compatible Cartridge 093,2025-08-29,96,Urgent,WC009,10.2,Completed,SUP001
WO20250820912,PRINTER_LX681,Printer Lx Compatible Cartridge 681,2025-08-30,325,Normal,WC010,16.6,In Progress,SUP001
WO20250820913,PRINTER_LX199,Printer Lx Compatible Cartridge 199,2025-09-11,1784,High,WC006,35.7,Scheduled,SUP001
WO20250820914,PRINTER_CN733,Printer Cn Compatible Cartridge 733,2025-09-10,1215,High,WC003,38.3,Cancelled,SUP004
WO20250820915,PRINTER_HP795,Printer Hp Compatible Cartridge 795,2025-08-23,518,Urgent,WC002,10.2,In Progress,SUP004
WO20250820916,PRINTER_EP563,Printer Ep Compatible Cartridge 563,2025-08-30,1155,High,WC007,17.5,In Progress,SUP002
WO20250820917,PRINTER_HP266,Printer Hp Compatible Cartridge 266,2025-09-19,203,Normal,WC001,10.2,On Hold,SUP001
WO20250820918,PRINTER_BR127,Printer Br Compatible Cartridge 127,2025-08-31,1307,Normal,WC008,14.2,On Hold,SUP003
WO20250820919,PRINTER_HP171,Printer Hp Compatible Cartridge 171,2025-09-08,1318,Low,WC008,35.6,Scheduled,SUP004
WO20250820920,PRINTER_BR883,Printer Br Compatible Cartridge 883,2025-09-07,95,Urgent,WC004,9.7,Completed,SUP005
WO20250820921,PRINTER_HP351,Printer Hp Compatible Cartridge 351,2025-08-30,584,Normal,WC001,13.8,Completed,SUP001
WO20250820922,PRINTER_CN061,Printer Cn Compatible Cartridge 061,2025-08-23,84,High,WC007,46.1,Cancelled,SUP004
WO20250820923,PRINTER_EP434,Printer Ep Compatible Cartridge 434,2025-09-17,1661,High,WC010,6.9,On Hold,SUP005
WO20250820924,PRINTER_EP381,Printer Ep Compatible Cartridge 381,2025-08-29,920,Normal,WC004,15.1,Scheduled,SUP002
WO20250820925,PRINTER_EP473,Printer Ep Compatible Cartridge 473,2025-09-02,55,Low,WC001,28.4,Scheduled,SUP005
WO20250820926,PRINTER_HP040,Printer Hp Compatible Cartridge 040,2025-08-26,104,Urgent,WC009,14.1,On Hold,SUP004
WO20250820927,PRINTER_EP782,Printer Ep Compatible Cartridge 782,2025-09-19,234,Urgent,WC003,22.6,Scheduled,SUP005
WO20250820928,PRINTER_HP530,Printer Hp Compatible Cartridge 530,2025-08-23,1713,High,WC008,8.7,Cancelled,SUP001
WO20250820929,PRINTER_HP998,Printer Hp Compatible Cartridge 998,2025-08-30,1492,Low,WC008,7.7,Cancelled,SUP001
WO20250820930,PRINTER_BR464,Printer Br Compatible Cartridge 464,2025-08-23,554,Low,WC008,35.4,Completed,SUP001
WO20250820931,PRINTER_HP833,Printer Hp Compatible Cartridge 833,2025-09-16,639,High,WC009,46.0,On Hold,SUP003
WO20250820932,PRINTER_CN821,Printer Cn Compatible Cartridge 821,2025-09-01,408,Low,WC004,5.1,Cancelled,SUP004
WO20250820933,PRINTER_CN358,Printer Cn Compatible Cartridge 358,2025-09-06,1810,High,WC008,22.7,On Hold,SUP005
WO20250820934,PRINTER_EP509,Printer Ep Compatible Cartridge 509,2025-08-20,468,Low,WC009,4.2,In Progress,SUP002
WO20250820935,PRINTER_LX413,Printer Lx Compatible Cartridge 413,2025-08-25,1734,Urgent,WC005,40.9,On Hold,SUP004
WO20250820936,PRINTER_CN081,Printer Cn Compatible Cartridge 081,2025-08-31,1248,Low,WC009,14.6,In Progress,SUP004
WO20250820937,PRINTER_HP033,Printer Hp Compatible Cartridge 033,2025-08-21,594,Urgent,WC007,22.7,Completed,SUP003
WO20250820938,PRINTER_LX026,Printer Lx Compatible Cartridge 026,2025-09-13,188,Low,WC001,23.7,On Hold,SUP004
WO20250820939,PRINTER_HP936,Printer Hp Compatible Cartridge 936,2025-08-28,126,Low,WC005,29.8,Cancelled,SUP005
WO20250820940,PRINTER_HP841,Printer Hp Compatible Cartridge 841,2025-09-11,1202,High,WC010,4.1,In Progress,SUP001
WO20250820941,PRINTER_EP804,Printer Ep Compatible Cartridge 804,2025-08-25,136,High,WC010,30.8,Scheduled,SUP005
WO20250820942,PRINTER_EP663,Printer Ep Compatible Cartridge 663,2025-09-15,1274,Urgent,WC007,38.5,Cancelled,SUP004
WO20250820943,PRINTER_CN664,Printer Cn Compatible Cartridge 664,2025-08-22,456,Urgent,WC010,23.3,Scheduled,SUP004
WO20250820944,PRINTER_BR618,Printer Br Compatible Cartridge 618,2025-09-06,1585,High,WC002,22.1,On Hold,SUP001
WO20250820945,PRINTER_CN222,Printer Cn Compatible Cartridge 222,2025-09-04,637,Low,WC008,25.1,Completed,SUP002
WO20250820946,PRINTER_CN851,Printer Cn Compatible Cartridge 851,2025-08-25,1610,High,WC007,12.1,Cancelled,SUP005
WO20250820947,PRINTER_LX297,Printer Lx Compatible Cartridge 297,2025-09-07,1214,Low,WC010,23.6,Scheduled,SUP001
WO20250820948,PRINTER_EP170,Printer Ep Compatible Cartridge 170,2025-09-17,932,Normal,WC001,13.4,Scheduled,SUP005
WO20250820949,PRINTER_BR840,Printer Br Compatible Cartridge 840,2025-09-17,1157,Normal,WC002,7.9,Scheduled,SUP002
WO20250820950,PRINTER_HP646,Printer Hp Compatible Cartridge 646,2025-09-14,1402,High,WC002,41.4,Cancelled,SUP001
WO20250820951,PRINTER_CN379,Printer Cn Compatible Cartridge 379,2025-09-10,1487,Urgent,WC003,43.5,Scheduled,SUP004
WO20250820952,PRINTER_HP749,Printer Hp Compatible Cartridge 749,2025-09-15,1150,High,WC009,5.3,Scheduled,SUP005
WO20250820953,PRINTER_BR916,Printer Br Compatible Cartridge 916,2025-08-28,672,Normal,WC003,37.3,On Hold,SUP003
WO20250820954,PRINTER_LX526,Printer Lx Compatible Cartridge 526,2025-09-12,1948,Normal,WC010,47.2,Cancelled,SUP003
WO20250820955,PRINTER_BR955,Printer Br Compatible Cartridge 955,2025-08-20,1154,Normal,WC001,39.7,Completed,SUP005
WO20250820956,PRINTER_HP429,Printer Hp Compatible Cartridge 429,2025-09-04,705,Urgent,WC002,40.5,In Progress,SUP002
WO20250820957,PRINTER_BR577,Printer Br Compatible Cartridge 577,2025-08-22,663,Urgent,WC002,37.6,Scheduled,SUP002
WO20250820958,PRINTER_LX913,Printer Lx Compatible Cartridge 913,2025-09-04,1431,High,WC003,30.4,On Hold,SUP005
WO20250820959,PRINTER_LX155,Printer Lx Compatible Cartridge 155,2025-09-03,1537,Urgent,WC010,45.5,On Hold,SUP001
WO20250820960,PRINTER_EP045,Printer Ep Compatible Cartridge 045,2025-09-07,776,Normal,WC002,15.4,Scheduled,SUP005
WO20250820961,PRINTER_BR116,Printer Br Compatible Cartridge 116,2025-08-31,924,Low,WC008,43.6,In Progress,SUP002
WO20250820962,PRINTER_BR291,Printer Br Compatible Cartridge 291,2025-09-10,1880,Normal,WC006,35.8,Completed,SUP001
WO20250820963,PRINTER_BR595,Printer Br Compatible Cartridge 595,2025-09-14,1809,Urgent,WC003,16.9,Scheduled,SUP005
WO20250820964,PRINTER_BR719,Printer Br Compatible Cartridge 719,2025-09-09,629,Urgent,WC007,28.1,Completed,SUP005
WO20250820965,PRINTER_BR027,Printer Br Compatible Cartridge 027,2025-08-28,977,High,WC003,6.8,Scheduled,SUP002
WO20250820966,PRINTER_LX347,Printer Lx Compatible Cartridge 347,2025-08-23,840,Normal,WC003,47.2,Completed,SUP005
WO20250820967,PRINTER_CN846,Printer Cn Compatible Cartridge 846,2025-09-09,882,High,WC009,28.1,Scheduled,SUP005
WO20250820968,PRINTER_LX984,Printer Lx Compatible Cartridge 984,2025-09-14,1644,Normal,WC005,27.5,Cancelled,SUP005
WO20250820969,PRINTER_CN629,Printer Cn Compatible Cartridge 629,2025-08-21,1852,Urgent,WC003,47.3,On Hold,SUP004
WO20250820970,PRINTER_CN771,Printer Cn Compatible Cartridge 771,2025-09-05,961,Low,WC007,5.0,Scheduled,SUP001
WO20250820971,PRINTER_EP076,Printer Ep Compatible Cartridge 076,2025-08-26,1749,Low,WC010,43.4,In Progress,SUP003
WO20250820972,PRINTER_LX656,Printer Lx Compatible Cartridge 656,2025-09-15,384,Normal,WC007,8.8,In Progress,SUP004
WO20250820973,PRINTER_BR916,Printer Br Compatible Cartridge 916,2025-08-20,749,Normal,WC004,5.9,Completed,SUP003
WO20250820974,PRINTER_LX524,Printer Lx Compatible Cartridge 524,2025-08-23,870,High,WC001,44.0,Completed,SUP003
WO20250820975,PRINTER_EP508,Printer Ep Compatible Cartridge 508,2025-08-24,586,Low,WC010,8.3,Completed,SUP001
WO20250820976,PRINTER_CN714,Printer Cn Compatible Cartridge 714,2025-08-29,610,Low,WC010,22.3,Scheduled,SUP004
WO20250820977,PRINTER_BR919,Printer Br Compatible Cartridge 919,2025-09-18,1957,Low,WC009,9.6,Completed,SUP005
WO20250820978,PRINTER_LX587,Printer Lx Compatible Cartridge 587,2025-09-13,1169,Low,WC009,27.8,Scheduled,SUP004
WO20250820979,PRINTER_BR854,Printer Br Compatible Cartridge 854,2025-09-06,347,Low,WC005,7.5,Completed,SUP004
WO20250820980,PRINTER_LX869,Printer Lx Compatible Cartridge 869,2025-08-23,1662,Normal,WC006,31.4,On Hold,SUP004
WO20250820981,PRINTER_EP560,Printer Ep Compatible Cartridge 560,2025-09-02,1312,Normal,WC010,21.4,Cancelled,SUP005
WO20250820982,PRINTER_BR320,Printer Br Compatible Cartridge 320,2025-09-18,1087,Urgent,WC010,17.7,Scheduled,SUP003
WO20250820983,PRINTER_EP603,Printer Ep Compatible Cartridge 603,2025-08-28,692,Low,WC002,9.5,In Progress,SUP005
WO20250820984,PRINTER_CN060,Printer Cn Compatible Cartridge 060,2025-09-16,1457,Urgent,WC006,14.8,On Hold,SUP001
WO20250820985,PRINTER_EP117,Printer Ep Compatible Cartridge 117,2025-08-22,1021,Low,WC007,34.0,Scheduled,SUP002
WO20250820986,PRINTER_LX551,Printer Lx Compatible Cartridge 551,2025-09-13,1629,Urgent,WC004,22.5,In Progress,SUP004
WO20250820987,PRINTER_CN103,Printer Cn Compatible Cartridge 103,2025-09-05,1236,High,WC006,20.4,Scheduled,SUP004
WO20250820988,PRINTER_BR008,Printer Br Compatible Cartridge 008,2025-08-21,100,High,WC003,17.1,Cancelled,SUP003
WO20250820989,PRINTER_CN049,Printer Cn Compatible Cartridge 049,2025-08-29,1935,Urgent,WC007,34.0,Completed,SUP005
WO20250820990,PRINTER_LX446,Printer Lx Compatible Cartridge 446,2025-09-02,1068,Urgent,WC001,18.4,On Hold,SUP003
WO20250820991,PRINTER_CN015,Printer Cn Compatible Cartridge 015,2025-09-15,1668,High,WC006,22.6,Completed,SUP004
WO20250820992,PRINTER_BR349,Printer Br Compatible Cartridge 349,2025-09-06,1877,Low,WC010,23.8,Completed,SUP003
WO20250820993,PRINTER_CN197,Printer Cn Compatible Cartridge 197,2025-09-14,1087,Low,WC007,9.8,Completed,SUP003
WO20250820994,PRINTER_BR897,Printer Br Compatible Cartridge 897,2025-09-01,1654,Normal,WC003,37.9,Completed,SUP003
WO20250820995,PRINTER_HP112,Printer Hp Compatible Cartridge 112,2025-09-01,1345,High,WC010,30.8,In Progress,SUP001
WO20250820996,PRINTER_HP712,Printer Hp Compatible Cartridge 712,2025-09-18,1432,Urgent,WC003,41.6,Scheduled,SUP002
WO20250820997,PRINTER_CN302,Printer Cn Compatible Cartridge 302,2025-08-25,1610,Urgent,WC007,46.4,On Hold,SUP004
WO20250820998,PRINTER_EP411,Printer Ep Compatible Cartridge 411,2025-08-24,1614,High,WC010,7.0,Scheduled,SUP001
WO20250820999,PRINTER_HP182,Printer Hp Compatible Cartridge 182,2025-08-28,1502,Low,WC002,20.4,Cancelled,SUP003
WO202508201000,PRINTER_LX817,Printer Lx Compatible Cartridge 817,2025-09-05,1359,Urgent,WC001,4.3,Cancelled,SUP001
